"block","loc","scale","shape"
97,0.00232245318198205,0.00166433688028676,0.293253205488745
98,0.0030585046005838,0.00202839063753298,0.100809110635986
99,0.0028873512099864,0.00134438432787277,0.205457861280424
100,0.00390131388342497,0.00179269137473665,-0.271401661032303
