"rlat","rlon","loc_pred","scale_pred","shape_pred"
-1.2,-2.84,0.00388004889915054,0.00266574140121122,0.19324323779896
-1.2,-2.82,0.00389179975892941,0.00266574140121122,0.19324323779896
-1.2,-2.8,0.00400030400930939,0.00266574140121122,0.19324323779896
-1.2,-2.78,0.0042767117350741,0.00266574140121122,0.19324323779896
-1.2,-2.76,0.0043520737074509,0.00266574140121122,0.19324323779896
-1.2,-2.74,0.00413590477748042,0.00266574140121122,0.19324323779896
-1.2,-2.72,0.00409200964674244,0.00274935839434049,0.19324323779896
-1.2,-2.7,0.0042949559321252,0.00274935839434049,0.19324323779896
-1.2,-2.68,0.00451871250935718,0.00274935839434049,0.19324323779896
-1.2,-2.66,0.00491153807039539,0.00289082112672654,0.19324323779896
-1.2,-2.64,0.00477551254590334,0.00289082112672654,0.19324323779896
-1.2,-2.62,0.00455139923382548,0.00289082112672654,0.19324323779896
-1.2,-2.6,0.00478915927023839,0.00307068583725056,0.19324323779896
-1.2,-2.58,0.00488045279878012,0.00307068583725056,0.19324323779896
-1.2,-2.56,0.0051252517721926,0.00307068583725056,0.19324323779896
-1.2,-2.54,0.0052449726840685,0.00306125244605359,0.19324323779896
-1.2,-2.52,0.0049584363833591,0.00306125244605359,0.19324323779896
-1.2,-2.5,0.0048488069751593,0.00306125244605359,0.19324323779896
-1.2,-2.48,0.00497816692299661,0.00299678159246254,0.19324323779896
-1.2,-2.46,0.00527712764236905,0.00299678159246254,0.19324323779896
-1.2,-2.44,0.00532851554566806,0.00299678159246254,0.19324323779896
-1.2,-2.42,0.00518830063276639,0.00284136436473689,0.19324323779896
-1.2,-2.4,0.00512514815860277,0.00284136436473689,0.19324323779896
-1.2,-2.38,0.0051542924418098,0.00284136436473689,0.19324323779896
-1.2,-2.36,0.00522945068989007,0.00278373457850638,0.19324323779896
-1.2,-2.34,0.00535975265932007,0.00278373457850638,0.19324323779896
-1.2,-2.32,0.0054114610063255,0.00278373457850638,0.19324323779896
-1.2,-2.3,0.00545344925782488,0.00269815909769915,0.19324323779896
-1.2,-2.28,0.00545259236002075,0.00269815909769915,0.19324323779896
-1.2,-2.26,0.00546319591073824,0.00269815909769915,0.19324323779896
-1.2,-1.04,0.00621961483315719,0.00420122555820064,0.19324323779896
-1.2,-1.02,0.00609547539504133,0.00420122555820064,0.19324323779896
-1.2,-1,0.00604556682478797,0.00420122555820064,0.19324323779896
-1.2,-0.98,0.00572441147350859,0.00436060445661485,0.19324323779896
-1.2,-0.96,0.00575109402879513,0.00436060445661485,0.19324323779896
-1.2,-0.94,0.00576434814650555,0.00436060445661485,0.19324323779896
-1.2,-0.92,0.00556202813918734,0.00425809693597271,0.19324323779896
-1.2,-0.9,0.00555719987101475,0.00425809693597271,0.19324323779896
-1.2,-0.88,0.00555106953201104,0.00425809693597271,0.19324323779896
-1.2,-0.86,0.0053536017387243,0.0040700277842733,0.19324323779896
-1.2,-0.84,0.00537741110751545,0.0040700277842733,0.19324323779896
-1.2,-0.82,0.00539905659204908,0.0040700277842733,0.19324323779896
-1.2,-0.8,0.00511059545651997,0.00387216294298559,0.19324323779896
-1.2,-0.78,0.00512708735689956,0.00387216294298559,0.19324323779896
-1.2,-0.76,0.00515025598479375,0.00387216294298559,0.19324323779896
-1.2,-0.74,0.0051368107854349,0.00380314985385931,0.19324323779896
-1.2,-0.72,0.00512217079556243,0.00380314985385931,0.19324323779896
-1.2,-0.7,0.0051189192293623,0.00380314985385931,0.19324323779896
-1.2,-0.68,0.00533734669551701,0.00392834015981521,0.19324323779896
-1.2,-0.66,0.00530787280154865,0.00392834015981521,0.19324323779896
