,rlon,rlat,time,TOT_PR,year,month
127014,-2.72,-0.84,0,0.0035517807,2001,8
127015,-2.7,-0.84,0,0.0038729762,2001,8
127016,-2.68,-0.84,0,0.011126775,2001,8
127017,-2.66,-0.84,0,0.008822987,2001,8
127018,-2.64,-0.84,0,0.013606896,2001,8
127019,-2.62,-0.84,0,0.014750414,2001,8
127020,-2.6,-0.84,0,0.0085883485,2001,8
127021,-2.58,-0.84,0,0.008937943,2001,8
127022,-2.56,-0.84,0,0.009751514,2001,8
127023,-2.54,-0.84,0,0.015993703,2001,8
127024,-2.52,-0.84,0,0.016829465,2001,8
127152,-2.84,-0.82,0,0.022846548,2001,8
127153,-2.82,-0.82,0,0.013127655,2001,8
127154,-2.8,-0.82,0,0.0045122015,2001,8
127155,-2.78,-0.82,0,0.0035616963,2001,8
127156,-2.76,-0.82,0,0.005306488,2001,8
127157,-2.74,-0.82,0,0.00629892,2001,8
127158,-2.72,-0.82,0,0.0054177395,2001,8
127159,-2.7,-0.82,0,0.004065083,2001,8
127160,-2.68,-0.82,0,0.01075225,2001,8
127161,-2.66,-0.82,0,0.010194615,2001,8
127162,-2.64,-0.82,0,0.00924908,2001,8
127163,-2.62,-0.82,0,0.015877783,2001,8
127164,-2.6,-0.82,0,0.012772416,2001,8
127165,-2.58,-0.82,0,0.0071768067,2001,8
127166,-2.56,-0.82,0,0.00984228,2001,8
127167,-2.54,-0.82,0,0.010268969,2001,8
127168,-2.52,-0.82,0,0.0136796115,2001,8
127296,-2.84,-0.8,0,0.003787021,2001,8
127297,-2.82,-0.8,0,0.0065456624,2001,8
127298,-2.8,-0.8,0,0.009141099,2001,8
127299,-2.78,-0.8,0,0.00966196,2001,8
127300,-2.76,-0.8,0,0.006071145,2001,8
127301,-2.74,-0.8,0,0.0064065587,2001,8
127302,-2.72,-0.8,0,0.005169879,2001,8
127303,-2.7,-0.8,0,0.006101343,2001,8
127304,-2.68,-0.8,0,0.010132825,2001,8
127305,-2.66,-0.8,0,0.009027382,2001,8
127306,-2.64,-0.8,0,0.005570561,2001,8
127307,-2.62,-0.8,0,0.011534595,2001,8
127308,-2.6,-0.8,0,0.010777696,2001,8
127309,-2.58,-0.8,0,0.008750289,2001,8
127310,-2.56,-0.8,0,0.014028028,2001,8
127311,-2.54,-0.8,0,0.015069369,2001,8
127312,-2.52,-0.8,0,0.010340584,2001,8
127440,-2.84,-0.78,0,0.0064365123,2001,8
127441,-2.82,-0.78,0,0.009011583,2001,8
127442,-2.8,-0.78,0,0.011991601,2001,8
127443,-2.78,-0.78,0,0.013330325,2001,8
127444,-2.76,-0.78,0,0.012761463,2001,8
127445,-2.74,-0.78,0,0.008841186,2001,8
127446,-2.72,-0.78,0,0.0044745174,2001,8
127447,-2.7,-0.78,0,0.00828939,2001,8
127448,-2.68,-0.78,0,0.010174048,2001,8
127449,-2.66,-0.78,0,0.0072781844,2001,8
127450,-2.64,-0.78,0,0.0063901106,2001,8
127451,-2.62,-0.78,0,0.008506838,2001,8
127452,-2.6,-0.78,0,0.0066999802,2001,8
127453,-2.58,-0.78,0,0.0077771824,2001,8
127454,-2.56,-0.78,0,0.015834386,2001,8
127455,-2.54,-0.78,0,0.019271486,2001,8
127456,-2.52,-0.78,0,0.011981854,2001,8
127584,-2.84,-0.76,0,0.007342473,2001,8
127585,-2.82,-0.76,0,0.008478808,2001,8
127586,-2.8,-0.76,0,0.010983922,2001,8
127587,-2.78,-0.76,0,0.013345164,2001,8
127588,-2.76,-0.76,0,0.013079807,2001,8
127589,-2.74,-0.76,0,0.012262374,2001,8
127590,-2.72,-0.76,0,0.006127154,2001,8
127591,-2.7,-0.76,0,0.009645364,2001,8
127592,-2.68,-0.76,0,0.00922856,2001,8
127593,-2.66,-0.76,0,0.005730767,2001,8
127594,-2.64,-0.76,0,0.005701897,2001,8
127595,-2.62,-0.76,0,0.007706548,2001,8
127596,-2.6,-0.76,0,0.0066847685,2001,8
127597,-2.58,-0.76,0,0.0082190875,2001,8
127598,-2.56,-0.76,0,0.010093572,2001,8
127599,-2.54,-0.76,0,0.010708063,2001,8
127600,-2.52,-0.76,0,0.009196685,2001,8
127728,-2.84,-0.74,0,0.006871221,2001,8
127729,-2.82,-0.74,0,0.007977252,2001,8
127730,-2.8,-0.74,0,0.008943492,2001,8
127731,-2.78,-0.74,0,0.011093956,2001,8
127732,-2.76,-0.74,0,0.010274068,2001,8
127733,-2.74,-0.74,0,0.010478458,2001,8
127734,-2.72,-0.74,0,0.006280884,2001,8
127735,-2.7,-0.74,0,0.0067484872,2001,8
127736,-2.68,-0.74,0,0.005781652,2001,8
127737,-2.66,-0.74,0,0.004602781,2001,8
127738,-2.64,-0.74,0,0.004725912,2001,8
127739,-2.62,-0.74,0,0.0057004816,2001,8
127740,-2.6,-0.74,0,0.0053186473,2001,8
127741,-2.58,-0.74,0,0.004205352,2001,8
127742,-2.56,-0.74,0,0.009092523,2001,8
127743,-2.54,-0.74,0,0.010811881,2001,8
127744,-2.52,-0.74,0,0.009667769,2001,8
127872,-2.84,-0.72,0,0.0065827323,2001,8
127873,-2.82,-0.72,0,0.008215573,2001,8
127874,-2.8,-0.72,0,0.008369792,2001,8
127875,-2.78,-0.72,0,0.008557161,2001,8
127876,-2.76,-0.72,0,0.00980082,2001,8
127877,-2.74,-0.72,0,0.008575128,2001,8
127878,-2.72,-0.72,0,0.0040139374,2001,8
127879,-2.7,-0.72,0,0.0035973117,2001,8
127880,-2.68,-0.72,0,0.004058609,2001,8
127881,-2.66,-0.72,0,0.003192241,2001,8
127882,-2.64,-0.72,0,0.0035520638,2001,8
127883,-2.62,-0.72,0,0.0037317115,2001,8
127884,-2.6,-0.72,0,0.0037876244,2001,8
127885,-2.58,-0.72,0,0.003568559,2001,8
127886,-2.56,-0.72,0,0.0069183367,2001,8
127887,-2.54,-0.72,0,0.010190856,2001,8
127888,-2.52,-0.72,0,0.010474879,2001,8
139968,-2.84,-1.2,0,0.004090327,2002,6
139969,-2.82,-1.2,0,0.0060687438,2002,6
139970,-2.8,-1.2,0,0.006522026,2002,6
139971,-2.78,-1.2,0,0.0068082903,2002,6
139972,-2.76,-1.2,0,0.006231358,2002,6
139973,-2.74,-1.2,0,0.00420587,2002,6
139974,-2.72,-1.2,0,0.0037640256,2002,6
139975,-2.7,-1.2,0,0.0068545016,2002,6
139976,-2.68,-1.2,0,0.009192119,2002,6
139977,-2.66,-1.2,0,0.006414944,2002,6
139978,-2.64,-1.2,0,0.010649408,2002,6
139979,-2.62,-1.2,0,0.011676088,2002,6
139980,-2.6,-1.2,0,0.009319856,2002,6
139981,-2.58,-1.2,0,0.010407153,2002,6
139982,-2.56,-1.2,0,0.008627349,2002,6
139983,-2.54,-1.2,0,0.008386619,2002,6
139984,-2.52,-1.2,0,0.011636387,2002,6
140112,-2.84,-1.18,0,0.004430775,2002,6
140113,-2.82,-1.18,0,0.007598651,2002,6
140114,-2.8,-1.18,0,0.0078956885,2002,6
140115,-2.78,-1.18,0,0.006812262,2002,6
140116,-2.76,-1.18,0,0.0065151374,2002,6
140117,-2.74,-1.18,0,0.0055629713,2002,6
140118,-2.72,-1.18,0,0.003665937,2002,6
140119,-2.7,-1.18,0,0.0031921335,2002,6
140120,-2.68,-1.18,0,0.004187086,2002,6
140121,-2.66,-1.18,0,0.0038371962,2002,6
140122,-2.64,-1.18,0,0.008089834,2002,6
140123,-2.62,-1.18,0,0.006994363,2002,6
140124,-2.6,-1.18,0,0.0043832115,2002,6
140125,-2.58,-1.18,0,0.003744036,2002,6
140126,-2.56,-1.18,0,0.0057678963,2002,6
140127,-2.54,-1.18,0,0.006397938,2002,6
140128,-2.52,-1.18,0,0.008016869,2002,6
140256,-2.84,-1.16,0,0.0037852975,2002,6
140257,-2.82,-1.16,0,0.0076980214,2002,6
140258,-2.8,-1.16,0,0.00880483,2002,6
140259,-2.78,-1.16,0,0.0065937713,2002,6
140260,-2.76,-1.16,0,0.004972155,2002,6
140261,-2.74,-1.16,0,0.004462041,2002,6
140262,-2.72,-1.16,0,0.0047215773,2002,6
140263,-2.7,-1.16,0,0.003276472,2002,6
140264,-2.68,-1.16,0,0.0020111876,2002,6
140265,-2.66,-1.16,0,0.002441306,2002,6
140266,-2.64,-1.16,0,0.004559669,2002,6
140267,-2.62,-1.16,0,0.004570928,2002,6
140268,-2.6,-1.16,0,0.004647375,2002,6
140269,-2.58,-1.16,0,0.004437705,2002,6
140270,-2.56,-1.16,0,0.0027490263,2002,6
140271,-2.54,-1.16,0,0.006651947,2002,6
140272,-2.52,-1.16,0,0.0122213885,2002,6
140400,-2.84,-1.14,0,0.0021294416,2002,6
140401,-2.82,-1.14,0,0.006284527,2002,6
140402,-2.8,-1.14,0,0.008751711,2002,6
140403,-2.78,-1.14,0,0.0058297636,2002,6
140404,-2.76,-1.14,0,0.0035114973,2002,6
140405,-2.74,-1.14,0,0.004738787,2002,6
140406,-2.72,-1.14,0,0.006982017,2002,6
140407,-2.7,-1.14,0,0.004442399,2002,6
140408,-2.68,-1.14,0,0.0029980005,2002,6
140409,-2.66,-1.14,0,0.0033391553,2002,6
140410,-2.64,-1.14,0,0.0031951785,2002,6
140411,-2.62,-1.14,0,0.0026714562,2002,6
140412,-2.6,-1.14,0,0.003985011,2002,6
140413,-2.58,-1.14,0,0.0038535672,2002,6
140414,-2.56,-1.14,0,0.006131205,2002,6
140415,-2.54,-1.14,0,0.0075157774,2002,6
140416,-2.52,-1.14,0,0.01456777,2002,6
140544,-2.84,-1.12,0,0.001567665,2002,6
140545,-2.82,-1.12,0,0.004004116,2002,6
140546,-2.8,-1.12,0,0.00753978,2002,6
140547,-2.78,-1.12,0,0.0051699285,2002,6
140548,-2.76,-1.12,0,0.0051229815,2002,6
140549,-2.74,-1.12,0,0.0074331234,2002,6
140550,-2.72,-1.12,0,0.008353522,2002,6
140551,-2.7,-1.12,0,0.0043367967,2002,6
140552,-2.68,-1.12,0,0.003845564,2002,6
140553,-2.66,-1.12,0,0.0041487673,2002,6
140554,-2.64,-1.12,0,0.003425195,2002,6
140555,-2.62,-1.12,0,0.004607243,2002,6
140556,-2.6,-1.12,0,0.004905248,2002,6
140557,-2.58,-1.12,0,0.003639185,2002,6
140558,-2.56,-1.12,0,0.0039713383,2002,6
140559,-2.54,-1.12,0,0.0039932206,2002,6
140560,-2.52,-1.12,0,0.0093491785,2002,6
140688,-2.84,-1.1,0,0.0022786672,2002,6
140689,-2.82,-1.1,0,0.0028455625,2002,6
140690,-2.8,-1.1,0,0.005229782,2002,6
140691,-2.78,-1.1,0,0.005592931,2002,6
140692,-2.76,-1.1,0,0.0040840283,2002,6
140693,-2.74,-1.1,0,0.004694364,2002,6
140694,-2.72,-1.1,0,0.003448015,2002,6
140695,-2.7,-1.1,0,0.0034202302,2002,6
140696,-2.68,-1.1,0,0.004066663,2002,6
140697,-2.66,-1.1,0,0.00377813,2002,6
140698,-2.64,-1.1,0,0.004758533,2002,6
140699,-2.62,-1.1,0,0.0039445725,2002,6
140700,-2.6,-1.1,0,0.0046914387,2002,6
140701,-2.58,-1.1,0,0.0036290917,2002,6
140702,-2.56,-1.1,0,0.0033673118,2002,6
140703,-2.54,-1.1,0,0.0021085434,2002,6
140704,-2.52,-1.1,0,0.002810401,2002,6
140832,-2.84,-1.08,0,0.0031237507,2002,6
140833,-2.82,-1.08,0,0.0036790278,2002,6
140834,-2.8,-1.08,0,0.003930213,2002,6
140835,-2.78,-1.08,0,0.004704962,2002,6
140836,-2.76,-1.08,0,0.004861041,2002,6
140837,-2.74,-1.08,0,0.0030854258,2002,6
140838,-2.72,-1.08,0,0.0016571268,2002,6
140839,-2.7,-1.08,0,0.0022106834,2002,6
140840,-2.68,-1.08,0,0.0025692214,2002,6
140841,-2.66,-1.08,0,0.004272893,2002,6
140842,-2.64,-1.08,0,0.007113308,2002,6
140843,-2.62,-1.08,0,0.0084456075,2002,6
140844,-2.6,-1.08,0,0.0063216942,2002,6
140845,-2.58,-1.08,0,0.0028449523,2002,6
140846,-2.56,-1.08,0,0.0051660878,2002,6
140847,-2.54,-1.08,0,0.005132989,2002,6
140848,-2.52,-1.08,0,0.0032674905,2002,6
140976,-2.84,-1.06,0,0.0062650386,2002,6
140977,-2.82,-1.06,0,0.0059452937,2002,6
140978,-2.8,-1.06,0,0.0042906892,2002,6
140979,-2.78,-1.06,0,0.0046239225,2002,6
140980,-2.76,-1.06,0,0.0045182765,2002,6
140981,-2.74,-1.06,0,0.0049163853,2002,6
140982,-2.72,-1.06,0,0.003469695,2002,6
140983,-2.7,-1.06,0,0.0023262375,2002,6
140984,-2.68,-1.06,0,0.0025062135,2002,6
140985,-2.66,-1.06,0,0.003720477,2002,6
140986,-2.64,-1.06,0,0.00450875,2002,6
140987,-2.62,-1.06,0,0.0056213466,2002,6
140988,-2.6,-1.06,0,0.0034855462,2002,6
140989,-2.58,-1.06,0,0.004047716,2002,6
140990,-2.56,-1.06,0,0.008026199,2002,6
140991,-2.54,-1.06,0,0.009696061,2002,6
140992,-2.52,-1.06,0,0.008359398,2002,6
141120,-2.84,-1.04,0,0.0052625053,2002,6
141121,-2.82,-1.04,0,0.008398124,2002,6
141122,-2.8,-1.04,0,0.008676435,2002,6
141123,-2.78,-1.04,0,0.0059262975,2002,6
141124,-2.76,-1.04,0,0.0035827665,2002,6
141125,-2.74,-1.04,0,0.0046061403,2002,6
141126,-2.72,-1.04,0,0.00499206,2002,6
141127,-2.7,-1.04,0,0.0037009756,2002,6
141128,-2.68,-1.04,0,0.003557074,2002,6
141129,-2.66,-1.04,0,0.0045810784,2002,6
141130,-2.64,-1.04,0,0.0040665353,2002,6
141131,-2.62,-1.04,0,0.0041014263,2002,6
141132,-2.6,-1.04,0,0.0041019646,2002,6
141133,-2.58,-1.04,0,0.0038380641,2002,6
141134,-2.56,-1.04,0,0.008276581,2002,6
141135,-2.54,-1.04,0,0.012281098,2002,6
141136,-2.52,-1.04,0,0.01257573,2002,6
141264,-2.84,-1.02,0,0.0041104457,2002,6
141265,-2.82,-1.02,0,0.0054446147,2002,6
141266,-2.8,-1.02,0,0.009307796,2002,6
141267,-2.78,-1.02,0,0.011465501,2002,6
141268,-2.76,-1.02,0,0.0096976925,2002,6
141269,-2.74,-1.02,0,0.0058420263,2002,6
141270,-2.72,-1.02,0,0.005331132,2002,6
141271,-2.7,-1.02,0,0.005159596,2002,6
141272,-2.68,-1.02,0,0.004392354,2002,6
141273,-2.66,-1.02,0,0.0049723214,2002,6
141274,-2.64,-1.02,0,0.006069778,2002,6
141275,-2.62,-1.02,0,0.0044298493,2002,6
141276,-2.6,-1.02,0,0.004784131,2002,6
141277,-2.58,-1.02,0,0.0048076743,2002,6
141278,-2.56,-1.02,0,0.0073238183,2002,6
141279,-2.54,-1.02,0,0.011616316,2002,6
141280,-2.52,-1.02,0,0.0131419925,2002,6
141408,-2.84,-1.0,0,0.0035421746,2002,6
141409,-2.82,-1.0,0,0.0022313981,2002,6
141410,-2.8,-1.0,0,0.005455117,2002,6
141411,-2.78,-1.0,0,0.010325402,2002,6
141412,-2.76,-1.0,0,0.012083239,2002,6
141413,-2.74,-1.0,0,0.009486028,2002,6
141414,-2.72,-1.0,0,0.005275912,2002,6
141415,-2.7,-1.0,0,0.0052753557,2002,6
141416,-2.68,-1.0,0,0.004653659,2002,6
141417,-2.66,-1.0,0,0.004770878,2002,6
141418,-2.64,-1.0,0,0.0061466666,2002,6
141419,-2.62,-1.0,0,0.005329553,2002,6
141420,-2.6,-1.0,0,0.0043181875,2002,6
141421,-2.58,-1.0,0,0.0042906017,2002,6
141422,-2.56,-1.0,0,0.0055333665,2002,6
141423,-2.54,-1.0,0,0.008500266,2002,6
141424,-2.52,-1.0,0,0.010591482,2002,6
141552,-2.84,-0.98,0,0.0040665376,2002,6
141553,-2.82,-0.98,0,0.0024670274,2002,6
141554,-2.8,-0.98,0,0.0018911469,2002,6
141555,-2.78,-0.98,0,0.0060308566,2002,6
141556,-2.76,-0.98,0,0.009289855,2002,6
141557,-2.74,-0.98,0,0.0089049125,2002,6
141558,-2.72,-0.98,0,0.0065652854,2002,6
141559,-2.7,-0.98,0,0.01116557,2002,6
141560,-2.68,-0.98,0,0.008066901,2002,6
141561,-2.66,-0.98,0,0.0041536763,2002,6
141562,-2.64,-0.98,0,0.004067703,2002,6
141563,-2.62,-0.98,0,0.0032773633,2002,6
141564,-2.6,-0.98,0,0.0029043409,2002,6
141565,-2.58,-0.98,0,0.003091322,2002,6
141566,-2.56,-0.98,0,0.00347433,2002,6
141567,-2.54,-0.98,0,0.0051163277,2002,6
141568,-2.52,-0.98,0,0.0074020075,2002,6
141696,-2.84,-0.96,0,0.0037801168,2002,6
141697,-2.82,-0.96,0,0.002360543,2002,6
141698,-2.8,-0.96,0,0.0021896386,2002,6
141699,-2.78,-0.96,0,0.0047325613,2002,6
141700,-2.76,-0.96,0,0.00714296,2002,6
141701,-2.74,-0.96,0,0.008834544,2002,6
141702,-2.72,-0.96,0,0.011914539,2002,6
141703,-2.7,-0.96,0,0.015331991,2002,6
141704,-2.68,-0.96,0,0.010469399,2002,6
141705,-2.66,-0.96,0,0.006564059,2002,6
141706,-2.64,-0.96,0,0.007904913,2002,6
141707,-2.62,-0.96,0,0.0037138753,2002,6
141708,-2.6,-0.96,0,0.002563673,2002,6
141709,-2.58,-0.96,0,0.0036140953,2002,6
141710,-2.56,-0.96,0,0.0041442104,2002,6
141711,-2.54,-0.96,0,0.0045187506,2002,6
141712,-2.52,-0.96,0,0.005488252,2002,6
141840,-2.84,-0.94,0,0.0022695586,2002,6
141841,-2.82,-0.94,0,0.0018225126,2002,6
141842,-2.8,-0.94,0,0.0023437804,2002,6
141843,-2.78,-0.94,0,0.004997783,2002,6
141844,-2.76,-0.94,0,0.010108738,2002,6
141845,-2.74,-0.94,0,0.013721461,2002,6
141846,-2.72,-0.94,0,0.015239607,2002,6
141847,-2.7,-0.94,0,0.014270916,2002,6
141848,-2.68,-0.94,0,0.007832468,2002,6
141849,-2.66,-0.94,0,0.005947558,2002,6
141850,-2.64,-0.94,0,0.009299777,2002,6
141851,-2.62,-0.94,0,0.006704826,2002,6
141852,-2.6,-0.94,0,0.004412464,2002,6
141853,-2.58,-0.94,0,0.004125939,2002,6
141854,-2.56,-0.94,0,0.004905383,2002,6
141855,-2.54,-0.94,0,0.00645241,2002,6
141856,-2.52,-0.94,0,0.005103002,2002,6
141984,-2.84,-0.92,0,0.0019359414,2002,6
141985,-2.82,-0.92,0,0.00092946447,2002,6
141986,-2.8,-0.92,0,0.0010056593,2002,6
141987,-2.78,-0.92,0,0.0028159276,2002,6
141988,-2.76,-0.92,0,0.006740872,2002,6
141989,-2.74,-0.92,0,0.010789588,2002,6
141990,-2.72,-0.92,0,0.012799513,2002,6
141991,-2.7,-0.92,0,0.01548243,2002,6
141992,-2.68,-0.92,0,0.011052974,2002,6
141993,-2.66,-0.92,0,0.004538495,2002,6
141994,-2.64,-0.92,0,0.0055032456,2002,6
141995,-2.62,-0.92,0,0.003998595,2002,6
141996,-2.6,-0.92,0,0.004670848,2002,6
141997,-2.58,-0.92,0,0.003827467,2002,6
141998,-2.56,-0.92,0,0.00416834,2002,6
141999,-2.54,-0.92,0,0.005840604,2002,6
142000,-2.52,-0.92,0,0.0062525356,2002,6
142128,-2.84,-0.9,0,0.0019011232,2002,6
142129,-2.82,-0.9,0,0.0023195872,2002,6
142130,-2.8,-0.9,0,0.0034536994,2002,6
142131,-2.78,-0.9,0,0.005745938,2002,6
142132,-2.76,-0.9,0,0.0065472415,2002,6
142133,-2.74,-0.9,0,0.0065015596,2002,6
142134,-2.72,-0.9,0,0.008577411,2002,6
142135,-2.7,-0.9,0,0.014665948,2002,6
142136,-2.68,-0.9,0,0.014380899,2002,6
142137,-2.66,-0.9,0,0.0050442955,2002,6
142138,-2.64,-0.9,0,0.003585288,2002,6
142139,-2.62,-0.9,0,0.0025647397,2002,6
142140,-2.6,-0.9,0,0.0025557545,2002,6
142141,-2.58,-0.9,0,0.0039691795,2002,6
142142,-2.56,-0.9,0,0.0058241272,2002,6
142143,-2.54,-0.9,0,0.0045324084,2002,6
142144,-2.52,-0.9,0,0.007793704,2002,6
142272,-2.84,-0.88,0,0.003396313,2002,6
142273,-2.82,-0.88,0,0.004511778,2002,6
142274,-2.8,-0.88,0,0.0040534833,2002,6
142275,-2.78,-0.88,0,0.0070698992,2002,6
142276,-2.76,-0.88,0,0.0076504713,2002,6
142277,-2.74,-0.88,0,0.007096977,2002,6
142278,-2.72,-0.88,0,0.0085680485,2002,6
142279,-2.7,-0.88,0,0.012587222,2002,6
142280,-2.68,-0.88,0,0.0133393165,2002,6
142281,-2.66,-0.88,0,0.0060443035,2002,6
142282,-2.64,-0.88,0,0.005484295,2002,6
142283,-2.62,-0.88,0,0.0035649382,2002,6
142284,-2.6,-0.88,0,0.002724763,2002,6
142285,-2.58,-0.88,0,0.0027432074,2002,6
142286,-2.56,-0.88,0,0.003623713,2002,6
142287,-2.54,-0.88,0,0.0038985244,2002,6
142288,-2.52,-0.88,0,0.008243442,2002,6
142416,-2.84,-0.86,0,0.0034817164,2002,6
142417,-2.82,-0.86,0,0.0042675794,2002,6
142418,-2.8,-0.86,0,0.0036060843,2002,6
142419,-2.78,-0.86,0,0.0052205306,2002,6
142420,-2.76,-0.86,0,0.006408292,2002,6
142421,-2.74,-0.86,0,0.008015897,2002,6
142422,-2.72,-0.86,0,0.00814648,2002,6
142423,-2.7,-0.86,0,0.011159995,2002,6
142424,-2.68,-0.86,0,0.019433018,2002,6
142425,-2.66,-0.86,0,0.015753694,2002,6
142426,-2.64,-0.86,0,0.0049507697,2002,6
142427,-2.62,-0.86,0,0.003873317,2002,6
142428,-2.6,-0.86,0,0.0024384318,2002,6
142429,-2.58,-0.86,0,0.0024398724,2002,6
142430,-2.56,-0.86,0,0.0046660155,2002,6
142431,-2.54,-0.86,0,0.005684558,2002,6
142432,-2.52,-0.86,0,0.007943072,2002,6
142560,-2.84,-0.84,0,0.0028842557,2002,6
142561,-2.82,-0.84,0,0.0029765922,2002,6
142562,-2.8,-0.84,0,0.0034662848,2002,6
142563,-2.78,-0.84,0,0.0028371133,2002,6
142564,-2.76,-0.84,0,0.007465862,2002,6
142565,-2.74,-0.84,0,0.011298282,2002,6
142566,-2.72,-0.84,0,0.012463367,2002,6
142567,-2.7,-0.84,0,0.011289027,2002,6
142568,-2.68,-0.84,0,0.014580618,2002,6
142569,-2.66,-0.84,0,0.016530246,2002,6
142570,-2.64,-0.84,0,0.009040202,2002,6
142571,-2.62,-0.84,0,0.0043191323,2002,6
142572,-2.6,-0.84,0,0.0037345109,2002,6
142573,-2.58,-0.84,0,0.0041327854,2002,6
142574,-2.56,-0.84,0,0.0045107026,2002,6
142575,-2.54,-0.84,0,0.006178482,2002,6
142576,-2.52,-0.84,0,0.0075065605,2002,6
142704,-2.84,-0.82,0,0.0029006498,2002,6
142705,-2.82,-0.82,0,0.0019065881,2002,6
142706,-2.8,-0.82,0,0.0015757878,2002,6
142707,-2.78,-0.82,0,0.002500699,2002,6
142708,-2.76,-0.82,0,0.006751143,2002,6
142709,-2.74,-0.82,0,0.012312001,2002,6
142710,-2.72,-0.82,0,0.0156595,2002,6
142711,-2.7,-0.82,0,0.013399068,2002,6
142712,-2.68,-0.82,0,0.011146345,2002,6
142713,-2.66,-0.82,0,0.011235399,2002,6
142714,-2.64,-0.82,0,0.009904419,2002,6
142715,-2.62,-0.82,0,0.007223907,2002,6
142716,-2.6,-0.82,0,0.0035788107,2002,6
142717,-2.58,-0.82,0,0.0033740937,2002,6
142718,-2.56,-0.82,0,0.003866048,2002,6
142719,-2.54,-0.82,0,0.0048565604,2002,6
142720,-2.52,-0.82,0,0.006734678,2002,6
142848,-2.84,-0.8,0,0.0022519026,2002,6
142849,-2.82,-0.8,0,0.0018861693,2002,6
142850,-2.8,-0.8,0,0.0023488242,2002,6
142851,-2.78,-0.8,0,0.0033591464,2002,6
142852,-2.76,-0.8,0,0.0055763084,2002,6
142853,-2.74,-0.8,0,0.012046768,2002,6
142854,-2.72,-0.8,0,0.015678069,2002,6
142855,-2.7,-0.8,0,0.0114273755,2002,6
142856,-2.68,-0.8,0,0.008335751,2002,6
142857,-2.66,-0.8,0,0.008653603,2002,6
142858,-2.64,-0.8,0,0.0106934635,2002,6
142859,-2.62,-0.8,0,0.007298492,2002,6
142860,-2.6,-0.8,0,0.002915768,2002,6
142861,-2.58,-0.8,0,0.0027735352,2002,6
142862,-2.56,-0.8,0,0.0029382007,2002,6
142863,-2.54,-0.8,0,0.0042151497,2002,6
142864,-2.52,-0.8,0,0.006025345,2002,6
142992,-2.84,-0.78,0,0.0026972985,2002,6
142993,-2.82,-0.78,0,0.0031535146,2002,6
142994,-2.8,-0.78,0,0.0047830623,2002,6
142995,-2.78,-0.78,0,0.0056225588,2002,6
142996,-2.76,-0.78,0,0.0057490743,2002,6
142997,-2.74,-0.78,0,0.012049805,2002,6
142998,-2.72,-0.78,0,0.0140478,2002,6
142999,-2.7,-0.78,0,0.009008216,2002,6
143000,-2.68,-0.78,0,0.0058401525,2002,6
143001,-2.66,-0.78,0,0.009228447,2002,6
143002,-2.64,-0.78,0,0.014533318,2002,6
143003,-2.62,-0.78,0,0.0144422185,2002,6
143004,-2.6,-0.78,0,0.0075870594,2002,6
143005,-2.58,-0.78,0,0.0067145578,2002,6
143006,-2.56,-0.78,0,0.002550329,2002,6
143007,-2.54,-0.78,0,0.0036024654,2002,6
143008,-2.52,-0.78,0,0.0050399676,2002,6
143136,-2.84,-0.76,0,0.0044310414,2002,6
143137,-2.82,-0.76,0,0.0041676383,2002,6
143138,-2.8,-0.76,0,0.005468323,2002,6
143139,-2.78,-0.76,0,0.005771307,2002,6
143140,-2.76,-0.76,0,0.006631932,2002,6
143141,-2.74,-0.76,0,0.011481634,2002,6
143142,-2.72,-0.76,0,0.012218774,2002,6
143143,-2.7,-0.76,0,0.012403437,2002,6
143144,-2.68,-0.76,0,0.00592152,2002,6
143145,-2.66,-0.76,0,0.006798007,2002,6
143146,-2.64,-0.76,0,0.011837066,2002,6
143147,-2.62,-0.76,0,0.014399301,2002,6
143148,-2.6,-0.76,0,0.009670652,2002,6
143149,-2.58,-0.76,0,0.003657783,2002,6
143150,-2.56,-0.76,0,0.0022946263,2002,6
143151,-2.54,-0.76,0,0.0034011009,2002,6
143152,-2.52,-0.76,0,0.0039458997,2002,6
143280,-2.84,-0.74,0,0.0045776037,2002,6
143281,-2.82,-0.74,0,0.0042544976,2002,6
143282,-2.8,-0.74,0,0.0038587393,2002,6
143283,-2.78,-0.74,0,0.0032133365,2002,6
143284,-2.76,-0.74,0,0.003059826,2002,6
143285,-2.74,-0.74,0,0.0063424073,2002,6
143286,-2.72,-0.74,0,0.019265963,2002,6
143287,-2.7,-0.74,0,0.017107954,2002,6
143288,-2.68,-0.74,0,0.008544073,2002,6
143289,-2.66,-0.74,0,0.006396508,2002,6
143290,-2.64,-0.74,0,0.0068916334,2002,6
143291,-2.62,-0.74,0,0.006317658,2002,6
143292,-2.6,-0.74,0,0.006830718,2002,6
143293,-2.58,-0.74,0,0.0042993305,2002,6
143294,-2.56,-0.74,0,0.0023590962,2002,6
143295,-2.54,-0.74,0,0.0024460533,2002,6
143296,-2.52,-0.74,0,0.002441755,2002,6
143424,-2.84,-0.72,0,0.0035056563,2002,6
143425,-2.82,-0.72,0,0.0029404014,2002,6
143426,-2.8,-0.72,0,0.0030425105,2002,6
143427,-2.78,-0.72,0,0.0046518487,2002,6
143428,-2.76,-0.72,0,0.004426723,2002,6
143429,-2.74,-0.72,0,0.018795062,2002,6
143430,-2.72,-0.72,0,0.027936675,2002,6
